numsamples,filling,L,N,J,V,W,ts,unconstrained,energy,avrgtimeavrgcorr
20,0.75,12,9,1,4,20.0,0.09552004146864093,true,0.0,0.9805114311715135
20,0.75,12,9,1,16,0.0,0.10477439093171807,true,4.0,0.9848739389362606
20,0.75,12,9,1,16,0.0,0.10477439093171807,true,5.0,0.9884633400682813
20,0.75,12,9,1,16,0.0,0.10477439093171807,true,2.0,0.9824431079600178
20,0.75,12,9,1,16,0.0,0.10477439093171807,true,0.0,0.9811235031867253
20,0.75,12,9,1,1,0.0,0.10477439093171807,true,4.0,0.9811629127370668
20,0.75,12,9,1,1,0.0,0.10477439093171807,true,5.0,0.9832587279044885
20,0.75,12,9,1,1,0.0,0.10477439093171807,true,2.0,0.9790764881049124
20,0.75,12,9,1,1,0.0,0.10477439093171807,true,0.0,0.9749642590935034
20,0.75,12,9,1,4,0.0,0.10477439093171807,true,4.0,0.981471611533904
20,0.75,12,9,1,4,0.0,0.10477439093171807,true,5.0,0.9836317528860287
20,0.75,12,9,1,4,0.0,0.10477439093171807,true,2.0,0.9792968610878389
20,0.75,12,9,1,4,0.0,0.10477439093171807,true,0.0,0.9755179643096487
20,0.75,12,9,1,16,1.0,0.10477439093171807,true,4.0,0.9848773164516946
20,0.75,12,9,1,16,1.0,0.10477439093171807,true,5.0,0.9884643829499411
20,0.75,12,9,1,16,1.0,0.10477439093171807,true,2.0,0.98244715187436
20,0.75,12,9,1,16,1.0,0.10477439093171807,true,0.0,0.9811266132808351
20,0.75,12,9,1,1,1.0,0.10477439093171807,true,4.0,0.9811692784063407
20,0.75,12,9,1,1,1.0,0.10477439093171807,true,5.0,0.9832643662249746
20,0.75,12,9,1,1,1.0,0.10477439093171807,true,2.0,0.9790835006314625
20,0.75,12,9,1,1,1.0,0.10477439093171807,true,0.0,0.9749726662375189
20,0.75,12,9,1,4,1.0,0.10477439093171807,true,4.0,0.981477660182728
20,0.75,12,9,1,4,1.0,0.10477439093171807,true,5.0,0.9836370099013544
20,0.75,12,9,1,4,1.0,0.10477439093171807,true,2.0,0.9793036443431753
20,0.75,12,9,1,4,1.0,0.10477439093171807,true,0.0,0.9755258355070389
20,0.75,12,9,1,16,20.0,0.10477439093171807,true,4.0,0.9860727070534403
20,0.75,12,9,1,16,20.0,0.10477439093171807,true,5.0,0.9889078238885181
20,0.75,12,9,1,16,20.0,0.10477439093171807,true,2.0,0.9838808367089692
20,0.75,12,9,1,16,20.0,0.10477439093171807,true,0.0,0.9822806496067529
20,0.75,12,9,1,1,20.0,0.10477439093171807,true,4.0,0.9833348091467917
